Lattice,E_tot,E_fermi
2.733,-152.574642,-5.06017290468085
2.734,-152.571826,-5.06175617625003
2.735,-152.568993,-5.06333139873387
2.736,-152.566137,-5.06489624980014
2.737,-152.563282,-5.06645885159102
2.738,-152.560419,-5.06801603788484
2.739,-152.557554,-5.06957059204501
2.74,-152.554681,-5.07111807454981
2.741,-152.551833,-5.07265538914872
2.742,-152.548935,-5.07419118962111
2.743,-152.546029,-5.07572178928781
2.744,-152.543115,-5.07724722817184
2.745,-152.540192,-5.07876765021482
2.746,-152.537223,-5.08021679929696
2.747,-152.534257,-5.08171482245036
2.748,-152.531284,-5.08320794635120
2.749,-152.528301,-5.08469600669126
2.75,-152.525311,-5.08617951290970
2.751,-152.522322,-5.08766239999706
2.752,-152.519305,-5.08913220921567
2.753,-152.516290,-5.09060166190754
2.754,-152.513268,-5.09206659949898
2.755,-152.510237,-5.09352705382561
2.756,-152.507198,-5.09498302894406
2.757,-152.504150,-5.09643446451471
2.758,-152.501065,-5.09793164497256
2.759,-152.498006,-5.09937357152211
2.76,-152.494945,-5.10081270602528
2.761,-152.491885,-5.10224854350239
2.762,-152.488802,-5.10367532551372
2.763,-152.485711,-5.10509662205537
2.764,-152.482612,-5.10651201423488
2.765,-152.479506,-5.10792112875979
2.766,-152.476393,-5.10932351802620
2.767,-152.473272,-5.11071856639569
2.768,-152.470144,-5.11210605856694
2.769,-152.467008,-5.11348544566773
2.77,-152.463850,-5.11485257967171
2.771,-152.460709,-5.11622105710563
2.772,-152.457546,-5.11757548743168
2.773,-152.454372,-5.11892195205988
2.774,-152.451186,-5.12026091427877
2.775,-152.447985,-5.12159295018294
2.776,-152.444764,-5.12291868439923
2.777,-152.441516,-5.12423872687791
2.778,-152.438232,-5.12555437596105
2.779,-152.435260,-4.73711467556384
2.78,-152.432237,-4.34921435812459
2.781,-152.428978,-4.35069516237705
2.782,-152.425705,-4.35255252220744
2.783,-152.422440,-4.35440393364668
2.784,-152.419177,-4.35624937471915
2.785,-152.415914,-4.35808882344991
2.786,-152.412649,-4.35992225791972
2.787,-152.409380,-4.36174965642915
2.788,-152.406105,-4.36357099895307
2.789,-152.402816,-4.36538428102151
2.79,-152.399547,-4.36719714940693
2.791,-152.396241,-4.36899652202925
2.792,-152.392943,-4.37079353785708
2.793,-152.389639,-4.37258459992327
2.794,-152.386328,-4.37436951060672
2.795,-152.383011,-4.37614856544544
2.796,-152.379686,-4.37792135636122
2.797,-152.376355,-4.37968828058191
2.798,-152.373018,-4.38144919371476
2.799,-152.369674,-4.38320424391410
2.8,-152.366309,-4.38494957066933
2.801,-152.362967,-4.38669646310198
2.802,-152.359604,-4.38843367001072
2.803,-152.356234,-4.39016497541910
2.804,-152.352858,-4.39189024561398
2.805,-152.349476,-4.39360970685466
2.806,-152.346087,-4.39532317087337
2.807,-152.342693,-4.39701589356993
2.808,-152.339284,-4.39868718783429
2.809,-152.335868,-4.40035229226699
2.81,-152.332432,-4.40200752303136
2.811,-152.329019,-4.40366397414827
2.812,-152.325585,-4.40531063476765
2.813,-152.322145,-4.40695113134466
2.814,-152.318700,-4.40858548861232
2.815,-152.315248,-4.41021379276174
2.816,-152.311790,-4.41183602379638
2.817,-152.308327,-4.41345230668241
2.818,-152.304858,-4.41506249601554
2.819,-152.301382,-4.41666685025018
2.82,-152.297902,-4.41826478761151
2.821,-152.294415,-4.41985692895594
2.822,-152.290923,-4.42144305777947
2.823,-152.287425,-4.42302333690286
2.824,-152.283921,-4.42459769037867
2.825,-152.280412,-4.42616613690411
2.826,-152.276897,-4.42772869195133
2.827,-152.273376,-4.42928537084249
2.828,-152.269850,-4.43083618887013
2.829,-152.266206,-4.43256414880084
2.83,-152.262684,-4.43406095503991
2.831,-152.259127,-4.43554498485928
2.832,-152.255575,-4.43702834723928
2.833,-152.252026,-4.43850399005648
2.834,-152.248468,-4.43997526861127
2.835,-152.244904,-4.44144122928669
2.836,-152.241344,-4.44289978813459
2.837,-152.237760,-4.44435665199798
2.838,-152.234181,-4.44580617247404
2.839,-152.230596,-4.44725026534892
2.84,-152.227016,-4.44868746051698
2.841,-152.223411,-4.45012209579025
2.842,-152.219811,-4.45154982242603
2.843,-152.216205,-4.45297211126829
2.844,-152.212595,-4.45438893312587
2.845,-152.208979,-4.45580032416277
2.846,-152.205359,-4.45720626092922
2.847,-152.201733,-4.45860674807977
2.848,-152.198102,-4.46000181173240
2.849,-152.194542,-4.46152915122899
2.85,-152.190900,-4.46291040007035
2.851,-152.187253,-4.46428631010003
2.852,-152.183602,-4.46565668785253
2.853,-152.180002,-4.46702177096916
2.854,-152.176340,-4.46838120240340
2.855,-152.172674,-4.46973517265504
2.856,-152.169004,-4.47108399270227
2.857,-152.165329,-4.47242718529380
2.858,-152.161589,-4.47378192957953
2.859,-152.157908,-4.47502499756580
2.86,-152.154222,-4.47626288283184
2.861,-152.150530,-4.47749532229463
2.862,-152.146836,-4.47872336913869
2.863,-152.143136,-4.47994604600622
2.864,-152.139431,-4.48116366911019
2.865,-152.135722,-4.48237627780921
2.866,-152.132009,-4.48358384847260
2.867,-152.128291,-4.48478651861974
2.868,-152.124568,-4.48598416878583
2.869,-152.120842,-4.48717718025107
2.87,-152.117110,-4.48836460761344
2.871,-152.113374,-4.48954756110997
2.872,-152.109634,-4.49072544272032
2.873,-152.105891,-4.49189951249541
2.874,-152.102141,-4.49306714864590
2.875,-152.098388,-4.49423065555260
2.876,-152.094631,-4.49538946592491
2.877,-152.090870,-4.49654365226694
2.878,-152.087104,-4.49769265214862
2.879,-152.083334,-4.49883704139533
2.88,-152.079560,-4.49997683340790
2.881,-152.075782,-4.50111197608738
2.882,-152.071999,-4.50224226806648
2.883,-152.068212,-4.50336802368248
2.884,-152.064422,-4.50448924999596
2.885,-152.060627,-4.50560560582903
2.886,-152.056828,-4.50671745086504
2.887,-152.053025,-4.50782476264746
2.888,-152.049218,-4.50892762153089
2.889,-152.045407,-4.51002564262053
2.89,-152.041607,-4.51112287391657
2.891,-152.037773,-4.51220845729662
2.892,-152.033951,-4.51329342232676
2.893,-152.030123,-4.51437313781779
2.894,-152.026293,-4.51544887311957
2.895,-152.022458,-4.51652011893511
2.896,-152.018619,-4.51758683259882
2.897,-152.014776,-4.51864876596950
2.898,-152.010930,-4.51970716588965
2.899,-152.007079,-4.52076060398550
2.9,-152.003211,-4.52180640234063
2.901,-151.999367,-4.52285442516814
2.902,-151.995505,-4.52389470235701
2.903,-151.991639,-4.52493028521769
2.904,-151.987770,-4.52596152237744
2.905,-151.983896,-4.52698840285359
2.906,-151.980019,-4.52801080820464
2.907,-151.976138,-4.52902878337354
2.908,-151.972254,-4.53004223713747
2.909,-151.968365,-4.53105121269443
2.91,-151.964474,-4.53205601190155
2.911,-151.960577,-4.53305564454407
2.912,-151.956678,-4.53405171532298
2.913,-151.952775,-4.53504309624616
2.914,-151.948868,-4.53602974564025
2.915,-151.944958,-4.53701259575893
2.916,-151.941044,-4.53799024364843
2.917,-151.937126,-4.53896383991449
2.918,-151.933205,-4.53993351131409
2.919,-151.929279,-4.54089760498668
2.92,-151.925333,-4.54185780848401
2.921,-151.921415,-4.54281783896629
2.922,-151.917479,-4.54377008374942
2.923,-151.913540,-4.54471806587552
2.924,-151.909598,-4.54566179722687
2.925,-151.905652,-4.54660148082171
2.926,-151.901703,-4.54753703479226
2.927,-151.897750,-4.54846863600419
2.928,-151.893654,-4.54919781627156
2.929,-151.889699,-4.55012742314632
2.93,-151.885726,-4.55104919987546
2.931,-151.881778,-4.55197417235994
2.932,-151.877812,-4.55289128757104
2.933,-151.873843,-4.55380399427969
2.934,-151.869871,-4.55471326983315
2.935,-151.865896,-4.55561825962784
2.936,-151.861917,-4.55651881186028
2.937,-151.857935,-4.55741581950873
2.938,-151.853949,-4.55830862979855
2.939,-151.849961,-4.55919752650796
2.94,-151.845932,-4.56001204647692
2.941,-151.841809,-4.56085257403586
2.942,-151.837517,-4.56170973744788
2.943,-151.833365,-4.56253171220137
2.944,-151.829212,-4.56335099154207
2.945,-151.825052,-4.56416422796433
2.946,-151.820889,-4.56497396939842
2.947,-151.816725,-4.56578088866202
2.948,-151.812557,-4.56658379228748
2.949,-151.808385,-4.56738227417346
2.95,-151.804209,-4.56817711061192
2.951,-151.800031,-4.56896838664660
2.952,-151.795850,-4.56975546564551
2.953,-151.791665,-4.57053893759400
2.954,-151.787477,-4.57131864695983
2.955,-151.783285,-4.57209431993688
2.956,-151.779091,-4.57286660395186
2.957,-151.774893,-4.57363492748748
2.958,-151.770693,-4.57439954791350
2.959,-151.766489,-4.57516050006210
2.96,-151.762282,-4.57591769405604
2.961,-151.758071,-4.57667126319640
2.962,-151.753858,-4.57742122374531
2.963,-151.749641,-4.57816651422032
2.964,-151.745422,-4.57890979996724
2.965,-151.741199,-4.57964879200404
2.966,-151.736975,-4.58038505903855
2.967,-151.732745,-4.58111564510014
2.968,-151.728513,-4.58184379251683
2.969,-151.724278,-4.58256830171617
2.97,-151.720025,-4.58328463535362
2.971,-151.715800,-4.58400669654697
2.972,-151.711557,-4.58472112352366
2.973,-151.707310,-4.58543103442121
2.974,-151.703060,-4.58613826653420
2.975,-151.698808,-4.58684179267850
2.976,-151.694565,-4.58755286679237
2.977,-151.690295,-4.58823928942476
2.978,-151.686034,-4.58893253037022
2.979,-151.681771,-4.58962287772173
2.98,-151.677505,-4.59030961221801
2.981,-151.673237,-4.59099369673258
2.982,-151.668966,-4.59167412609360
2.983,-151.664692,-4.59235126108941
2.984,-151.660415,-4.59302509397556
2.985,-151.656136,-4.59369588225637
2.986,-151.651854,-4.59436371307565
2.987,-151.647570,-4.59502839846507
2.988,-151.643283,-4.59568936652945
2.989,-151.638994,-4.59634754557883
2.99,-151.634702,-4.59700263661764
2.991,-151.630407,-4.59765433690983
2.992,-151.626110,-4.59830295889969
2.993,-151.621812,-4.59894971012763
2.994,-151.617510,-4.59959191758359
2.995,-151.613206,-4.60023133857293
2.996,-151.608900,-4.60086820535324
2.997,-151.604593,-4.60150235294832
2.998,-151.600280,-4.60213112574764
2.999,-151.595968,-4.60275964812138
3,-151.591653,-4.60338425663699
